Kode #Nama Barang,Kode #,Nama Barang
910001NOODLE BOILER EGN 16 ECONA GAS,910001,NOODLE BOILER EGN 16 ECONA GAS
910001OVEN - MEMMERT UN55,910001,OVEN - MEMMERT UN55
910001PC - NCOMPUTING L300,910001,PC - NCOMPUTING L300
910001PC ( KOMPUTER ) SET - I3 GEN 10,910001,PC ( KOMPUTER ) SET - I3 GEN 10
910001PC ( KOMPUTER ) SET - I5 GEN 12,910001,PC ( KOMPUTER ) SET - I5 GEN 12
910001PC STATION SERVER (KOMPUTER OFFICE) - CORE I5 12400,910001,PC STATION SERVER (KOMPUTER OFFICE) - CORE I5 12400
910001PERFORATED RACK 4 TIERS,910001,PERFORATED RACK 4 TIERS
910001PERFORATED RACK 6 TIERS,910001,PERFORATED RACK 6 TIERS
910001POMPA AIR -  ITALI TECH 3INCHI,910001,POMPA AIR -  ITALI TECH 3INCHI
910001POMPA AIR - SHIMIZU JET 400,910001,POMPA AIR - SHIMIZU JET 400
910001POMPA AIR - SHIMIZU JET 400 BIT,910001,POMPA AIR - SHIMIZU JET 400 BIT
910001POMPA AIR - VENEZI STP 100,910001,POMPA AIR - VENEZI STP 100
"910001POMPA AIR - WASSER PUMP 1,5 HP SD-P315K",910001,"POMPA AIR - WASSER PUMP 1,5 HP SD-P315K"
910001POMPA AIR - WASSER PUMP PC 380,910001,POMPA AIR - WASSER PUMP PC 380
910001POMPA AIR - WASSER PUMP PDV 400 EA,910001,POMPA AIR - WASSER PUMP PDV 400 EA
910001POMPA AIR - WASSER PUMP PW-381 EA,910001,POMPA AIR - WASSER PUMP PW-381 EA
910001POMPA AIR - WASSER PUMP SDP-315K,910001,POMPA AIR - WASSER PUMP SDP-315K
910001POMPA AIR - WASSERPUMP PC 500-EA,910001,POMPA AIR - WASSERPUMP PC 500-EA
910001POMPA AIR - WASSERPUMP PW-381 EA SEMI JET PUMP,910001,POMPA AIR - WASSERPUMP PW-381 EA SEMI JET PUMP
910001POMPA SHIMIZU JET 400 BIT,910001,POMPA SHIMIZU JET 400 BIT
910001POMPA SUBMERSIBLE -  ITALI TECH 3INCHI,910001,POMPA SUBMERSIBLE -  ITALI TECH 3INCHI
910001POWERLIFT PALLET STACKER - DYC 15,910001,POWERLIFT PALLET STACKER - DYC 15
910001PRINTER - BROTHER DCP-L25040 DW,910001,PRINTER - BROTHER DCP-L25040 DW
910001PRINTER - EPSON L3210,910001,PRINTER - EPSON L3210
910001PRINTER - EPSON LX310 DOT MATRIX,910001,PRINTER - EPSON LX310 DOT MATRIX
910001PRINTER - HP SMART TANK INK 615,910001,PRINTER - HP SMART TANK INK 615
910001PRINTER EPSON L3210,910001,PRINTER EPSON L3210
910001PRINTER OFFICE - HP SMART THANK 615,910001,PRINTER OFFICE - HP SMART THANK 615
910001PRINTER OFFICE - HP SMART THANK NK 615,910001,PRINTER OFFICE - HP SMART THANK NK 615
910001PYLONSIGN,910001,PYLONSIGN
910001PYLONSIGN - 2 SISI MIE GACOAN,910001,PYLONSIGN - 2 SISI MIE GACOAN
910001PYLONSIGN - LOGO 24 JAM,910001,PYLONSIGN - LOGO 24 JAM
910001PYLONSIGN 2 SISI,910001,PYLONSIGN 2 SISI
910001PYLONSIGN 2 SISI - MIE GACOAN,910001,PYLONSIGN 2 SISI - MIE GACOAN
910001RAK BUKU BESI,910001,RAK BUKU BESI
910001RAK DIMSUM - SS 201 600x600x1600,910001,RAK DIMSUM - SS 201 600x600x1600
910001RAK SUSUN PERFORATED 4 SUSUN,910001,RAK SUSUN PERFORATED 4 SUSUN
910001RAK SUSUN PERFORATED 4 SUSUN (BACK SINK AREA),910001,RAK SUSUN PERFORATED 4 SUSUN (BACK SINK AREA)
910001RAK SUSUN PERFORATED 6 SUSUN,910001,RAK SUSUN PERFORATED 6 SUSUN
910001RAK SUSUN PERFORATED 6 SUSUN (BACK SINK AREA),910001,RAK SUSUN PERFORATED 6 SUSUN (BACK SINK AREA)
910001RAK SUSUN SOLID,910001,RAK SUSUN SOLID
910001RAK SUSUN SOLID (COLD STORAGE AREA),910001,RAK SUSUN SOLID (COLD STORAGE AREA)
910001RAK SUSUN SOLID 4 SUSUN,910001,RAK SUSUN SOLID 4 SUSUN
910001SELECTIVE PALLET RACKING (3 TINGKAT),910001,SELECTIVE PALLET RACKING (3 TINGKAT)
910001SELECTIVE PALLET RACKING (4 TINGKAT),910001,SELECTIVE PALLET RACKING (4 TINGKAT)
910001SINGLE SINK,910001,SINGLE SINK
910001SINGLE SINK (KITCHEN AREA),910001,SINGLE SINK (KITCHEN AREA)
910001SMART SOFTWARE CLOUD,910001,SMART SOFTWARE CLOUD
910001SMART WEB REPORT CLOUD,910001,SMART WEB REPORT CLOUD
910001SOLID RACK 4 TIERS,910001,SOLID RACK 4 TIERS
910001SOLID RACK 4 TIERS - SS 201 1600x500x1550,910001,SOLID RACK 4 TIERS - SS 201 1600x500x1550
910001SOLID RACK 4 TIERS (COLD STORAGE AREA),910001,SOLID RACK 4 TIERS (COLD STORAGE AREA)
910001SOLID RACK 4 TIERS (DRY STORAGE AREA),910001,SOLID RACK 4 TIERS (DRY STORAGE AREA)
910001SPINNER MACHINE,910001,SPINNER MACHINE
910001STEAMER 4 HOLE - ECONA EEDS 4-60,910001,STEAMER 4 HOLE - ECONA EEDS 4-60
910001STORAGE BOX SPAREPART,910001,STORAGE BOX SPAREPART
910001TANGKI BOILER - CUSTOM EGN,910001,TANGKI BOILER - CUSTOM EGN
910001TANGKI BOILER - NAYATI EGN 4-75,910001,TANGKI BOILER - NAYATI EGN 4-75
910001TANGKI BOILER - NAYATI NGN 16 MR,910001,TANGKI BOILER - NAYATI NGN 16 MR
910001TANGKI BOILER EGN - CUSTOM,910001,TANGKI BOILER EGN - CUSTOM
910001TANGKI FRYER  - NAYATI SS430 F/GFE/40 RS,910001,TANGKI FRYER  - NAYATI SS430 F/GFE/40 RS
910001TIMBANGAN ANALYTIC - BIOBASE BA2204B,910001,TIMBANGAN ANALYTIC - BIOBASE BA2204B
910001TOOL CABINET -  KRISBOW 900X450X1800MM LPCBU1,910001,TOOL CABINET -  KRISBOW 900X450X1800MM LPCBU1
910001TRAVO LAS - RILON 400A 3PHASE,910001,TRAVO LAS - RILON 400A 3PHASE
910001TRIPLE SINK,910001,TRIPLE SINK
910001TRIPLE SINK (BACK SINK AREA),910001,TRIPLE SINK (BACK SINK AREA)
910001WASSER VORTEX PUMP PDV-400E 400W,910001,WASSER VORTEX PUMP PDV-400E 400W
910001WASSERPUMP PC 500-EA,910001,WASSERPUMP PC 500-EA
910001WASSERPUMP PW-381 EA,910001,WASSERPUMP PW-381 EA
910001WATER BATH - MEMMERT WTB15,910001,WATER BATH - MEMMERT WTB15
910001WATERTREATMENT,910001,WATERTREATMENT
910001WIRELESS CALLING SYSTEM SET - KOLMI,910001,WIRELESS CALLING SYSTEM SET - KOLMI
910001WORK TABLE,910001,WORK TABLE
910001WORK TABLE - SS 304 1800x800x830,910001,WORK TABLE - SS 304 1800x800x830
910001WORK TABLE (BACK SINK AREA),910001,WORK TABLE (BACK SINK AREA)
910001WORK TABLE (KITCHEN AREA),910001,WORK TABLE (KITCHEN AREA)
910001WORK TABLE (SERVICE AREA),910001,WORK TABLE (SERVICE AREA)
910001WORK TABLE DOUBLE UNDER SHELF (BACK SINK AREA),910001,WORK TABLE DOUBLE UNDER SHELF (BACK SINK AREA)
910001WORK TABLE DOUBLE UNDER SHELF (SERVICE AREA),910001,WORK TABLE DOUBLE UNDER SHELF (SERVICE AREA)
910001WORK TABLE GRAVITY ROLL,910001,WORK TABLE GRAVITY ROLL
910001WORK TABLE UK. 1200X700X850,910001,WORK TABLE UK. 1200X700X850
910001WORKTABLE,910001,WORKTABLE
910001WORKTABLE 150X70X85,910001,WORKTABLE 150X70X85
"910001WORKTABLE DOUBLE UNDERSHELF UK 1,8",910001,"WORKTABLE DOUBLE UNDERSHELF UK 1,8"
